id,dansk_navn,slaegtsnavn,planteaar,driftsorganisation,fredet_beskyttet_trae,bydelsnavn,wkb_geometry
8733,Vandgran,Vandgran,2016.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.541146387933491 55.66177853388145)
8734,Kejserlind,Lind,1999.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.58770344766986 55.6704106424094)
8735,Vandgran,Vandgran,2016.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.541178214007326 55.66174550759318)
8736,Japansk røn,Røn,2016.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.57907550232449 55.706843006621945)
8737,Almindelig robinie,Robinie,1980.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585813533549727 55.67476914731577)
8738,Almindelig robinie,Robinie,1980.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58584507303699 55.674704865086355)
8739,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585006053825484 55.67607971776697)
8740,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585259002592263 55.67606061072722)
8741,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58538449410115 55.676050832130514)
8742,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585511707226829 55.67604140872225)
8743,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58563771082134 55.67603112637287)
8744,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585764658828731 55.676021797351126)
8745,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58588969982179 55.67601164894823)
8746,Almindelig robinie,Robinie,1980.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58591900913442 55.67474491130081)
8747,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586015303518918 55.67600132850007)
8748,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586142811424022 55.67599206086059)
8749,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.588555671535358 55.678445094356476)
8750,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586392882427146 55.675971296062976)
8751,Almindelig ask,Ask,1993.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586519877154501 55.67596307970588)
8752,Park-Lind,Lind,2006.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58673729401515 55.676283654043516)
8753,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589552538709944 55.67692511736858)
8754,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.588469721709933 55.67857265370906)
8755,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.588083364591553 55.6791611580608)
8756,Kejserlind,Lind,2001.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.588167198382017 55.67903204652916)
8757,Småbladet lind,Lind,2012.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.588581780173863 55.67933190729107)
8758,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589107038606532 55.67760824256304)
8759,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.588667037322724 55.67827107426394)
8760,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.588962794356723 55.67782944239205)
8761,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589294042051664 55.67731653563609)
8762,Park-Lind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58940960198148 55.67713955446876)
8763,Pære,Pære,1995.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58021946789831 55.68181840340553)
8764,Pære,Pære,1995.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58054523726145 55.68167841516102)
8765,Pære,Pære,1995.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.580845098212329 55.68155369318088)
8766,Almindelig robinie,Robinie,2006.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581680587487984 55.68248016792501)
8767,Almindelig robinie,Robinie,2006.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581781636660976 55.68245369269432)
8768,Almindelig robinie,Robinie,2007.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581893305810576 55.682422095184506)
8769,Almindelig robinie,Robinie,2009.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.582013762656784 55.68239157205429)
8770,Park-Lind,Lind,1948.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583707026200562 55.68414232767361)
8771,Park-Lind,Lind,1948.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583730654024706 55.684169192587454)
8772,Park-Lind,Lind,1948.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58382903597379 55.684284903618796)
8773,Park-Lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583944756781353 55.68442313575369)
8774,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584030469961094 55.68252842270222)
8775,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584112768173012 55.68250233330867)
8776,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584160396649526 55.68268393940135)
8777,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584246465202186 55.68266095402615)
8778,Japansk røn,Røn,2016.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.579280927932828 55.70684251535286)
8779,Platan,Platan,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583621011763631 55.68205354829344)
8780,Platan,Platan,2001.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583698161081395 55.68203154718762)
8781,Park-Lind,Lind,1948.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583868290807418 55.68409435827861)
8782,Park-Lind,Lind,1948.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583889956340148 55.68411941921851)
8783,Park-Lind,Lind,1948.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583995620230962 55.68424012634565)
8784,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584586403810855 55.68317896827518)
8785,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584669312387595 55.683155779051084)
8786,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584712287958244 55.683322830360666)
8787,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584791241520081 55.68329748385856)
8788,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584837800095853 55.68335209752665)
8789,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584758575314646 55.68337461828746)
8790,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58487354885013 55.68351284509116)
8791,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584956500137103 55.683488432782745)
8792,Park-Lind,Lind,1957.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584048511953752 55.684542146470456)
8793,Park-Lind,Lind,1957.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584144895685153 55.68465427187302)
8794,Park-Lind,Lind,1948.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584012774140442 55.684264998418385)
8795,Park-Lind,Lind,1948.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584114136883544 55.68437861110335)
8796,Park-Lind,Lind,1957.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584164193699866 55.68467966022197)
8797,Park-Lind,Lind,1957.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584314138869216 55.68460788616715)
8798,Park-Lind,Lind,1957.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584264916012524 55.68479733263229)
8799,Park-Lind,Lind,1957.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584285519497069 55.68482217620398)
8800,Park-Lind,Lind,1957.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58433707810299 55.68463268757857)
8801,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.580653341849406 55.6886565617758)
8802,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.5809113667174 55.68878631036214)
8803,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581132718400239 55.68889438285317)
8804,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581365368698675 55.689009097637125)
8805,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581603687951564 55.689127999456645)
8806,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581786417790982 55.68921836141286)
8807,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581929446071051 55.68929003610932)
8808,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.582181282182285 55.689408787796864)
8809,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.582392654713718 55.68949174864019)
8810,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.582593345922978 55.68955598450028)
8811,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.582804088304561 55.689617473004475)
8812,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584149841064836 55.690006931290306)
8813,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58303220312291 55.68968687650723)
8814,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583248718322952 55.68975098283592)
8815,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583895927945777 55.68994401341595)
8816,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583465963434062 55.68981625952448)
8817,Lind,Lind,2000.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583683910957111 55.68988035495838)
8818,Søjleformet almindelig eg,Eg,1995.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584454411937957 55.68963512019234)
8819,Park-Lind,Lind,1992.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584911153559572 55.689582566155195)
8820,Søjleformet almindelig eg,Eg,1995.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58428650413701 55.689816819385314)
8821,Park-Lind,Lind,1992.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584961108065317 55.689644487254256)
8822,Park-Lind,Lind,1992.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585012924300102 55.689708944793)
8823,Park-Lind,Lind,1992.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58506202048239 55.68976890437629)
8824,Almindelig robinie,Robinie,1987.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584924718463256 55.68805032459297)
8825,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586106652521371 55.68304537441202)
8826,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586303534366866 55.68299315777106)
8827,Almindelig ask,Ask,1985.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586667246874558 55.67974798462107)
8828,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587326078485125 55.680555376720086)
8829,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587373009127889 55.680543839157096)
8830,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587347695211216 55.6805820888382)
8831,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587394494231177 55.68057027511816)
8832,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587421174478285 55.680532128171386)
8833,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585309621345798 55.6831352427722)
8834,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585410566175556 55.68310811492623)
8835,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585393844044878 55.683234269175045)
8836,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587441811867079 55.68055801840416)
8837,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585511722504126 55.68308107303857)
8838,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585614651980789 55.683053325078596)
8839,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58559757551771 55.68318107632978)
8840,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585715636872095 55.68302719372461)
8841,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585699826017384 55.68315341245225)
8842,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585494750904243 55.68320759126095)
8843,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586321371775464 55.68286356615667)
8844,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585816280912761 55.68299981935301)
8845,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58580082423929 55.68312666972628)
8846,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585902770888538 55.68309926277717)
8847,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585920183917366 55.682971855851605)
8848,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586020239341975 55.68294532765919)
8849,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586004960162402 55.68307221080895)
8850,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586122039315164 55.68291786924937)
8851,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586216292448437 55.6828922454672)
8852,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586209159439614 55.68301803795854)
8853,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585267684579573 55.68385043305978)
8854,Platan,Platan,1968.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585272627742443 55.68389957942715)
8855,Småbladet lind,Lind,1959.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586404417488009 55.68296636269689)
8856,Eg,Eg,2002.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.564467240766694 55.72382897944697)
8857,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58751328474385 55.68050698301592)
8858,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587465986771626 55.68051973133914)
8859,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587487652582091 55.68054550806812)
8860,Småbladet lind,Lind,2008.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587478499311018 55.68073644597025)
8861,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587561051566478 55.68049451409862)
8862,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58753422606782 55.680532957218894)
8863,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587582460072012 55.680520178348374)
8864,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587525413928478 55.68072373619656)
8865,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587570835766856 55.680711628505385)
8866,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587618258750194 55.680698909506845)
8867,Frynse-eg,Eg,2013.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.573203110846906 55.72697865300396)
8868,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58759288775034 55.680739302984954)
8869,Småbladet lind,Lind,2008.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58750050194317 55.68076324969095)
8870,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587547957164519 55.68075081769842)
8871,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587640867604305 55.680727149033174)
8872,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587664714155473 55.68068707964501)
8873,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58768778215752 55.68071443919754)
8874,Storbladet lind,Lind,1960.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587710611802336 55.68067438818036)
8875,Storbladet lind,Lind,1975.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.587734188254462 55.68070173853407)
8876,Kejserlind,Lind,1995.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589796212775155 55.684519571563165)
8877,Kejserlind,Lind,1995.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589962682217703 55.68457786410125)
8878,Platan,Platan,1972.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586505808987726 55.68538234311579)
8879,Platan,Platan,1972.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586989989430448 55.68591794676178)
8880,Lind,Lind,2006.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.567666081596213 55.71374070440898)
8881,Almindelig robinie,Robinie,1987.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585509025559817 55.68859586286437)
8882,Almindelig ask,Ask,1980.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589820161425505 55.68800421382522)
8883,Almindelig ask,Ask,1980.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589985675580051 55.68758953046899)
8884,Almindelig ask,Ask,1985.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589914268859633 55.687738490085856)
8885,Kejserlind,Lind,1987.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58706771469705 55.68821134750969)
8886,Almindelig ask,Ask,1980.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589859311544085 55.68792476815825)
8887,Almindelig ask,Ask,1980.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589783532880407 55.68808311978903)
8888,Kejserlind,Lind,2001.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.589572924587646 55.67155497968425)
8889,Platan,Platan,1990.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.590056699252044 55.68821461483608)
8890,Almindelig ask,Ask,1980.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.589750079062341 55.688156639379194)
8891,Platan,Platan,1985.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.590094437450748 55.68815310562328)
8892,Platan,Platan,1985.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.590238618562326 55.68889368696171)
8893,Platan,Platan,1985.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.59022137887049 55.68950146040882)
8894,Platan,Platan,1985.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.590277756168746 55.68944392586473)
8895,Park-Lind,Lind,1906.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.590377861746425 55.68981735012091)
8896,Rød-ask,Ask,2014.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.56163902807684 55.711453991068375)
8897,Ungarsk lind,Lind,2014.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.577276760051348 55.722653544940464)
8898,Platan,Platan,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.531584960096671 55.69682426791496)
8899,Platan,Platan,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.531300484612052 55.69683081572918)
8900,Park-Lind,Lind,1906.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.59106111140595 55.68926129232138)
8901,Park-Lind,Lind,1906.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.592017011473764 55.68848264077919)
8902,Kejserlind,Lind,1999.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.589710072330275 55.67163480236126)
8903,Kejserlind,Lind,1999.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.5898260473567 55.67170221141292)
8904,Almindelig robinie,Robinie,2014.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.561840861469703 55.70870647975118)
8905,Almindelig robinie,Robinie,2014.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.562005132826682 55.708072026558895)
8906,Kejserlind,Lind,1998.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.589804188545976 55.67205493431397)
8907,Kejserlind,Lind,1998.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.58992000674664 55.67212366958634)
8908,Kejserlind,Lind,1998.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.59003597011107 55.6721930693955)
8909,Krimlind,Lind,1979.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.591036093932896 55.67762054850586)
8910,Kejserlind,Lind,1998.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.590146309716898 55.67226050185165)
8911,Kejserlind,Lind,1998.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.590259156955772 55.67232745518739)
8912,Kejserlind,Lind,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.490406886563179 55.68245505138412)
8913,Kejserlind,Lind,1999.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.590335250241386 55.67201265691521)
8914,Kejserlind,Lind,1998.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.590370431879453 55.67239560610563)
8915,Kejserlind,Lind,1998.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.5904808018619 55.67246171889647)
8916,Krimlind,Lind,1920.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.595785169664712 55.66959047288695)
8917,Tjørn,Tjørn,1980.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.556190034089829 55.704776497141644)
8918,Kejserlind,Lind,1998.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.590592830769465 55.672530581753)
8919,Tyrkisk hassel,Hassel,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.488992723780935 55.682725554100784)
8920,Kejserlind,Lind,1992.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.591091859917515 55.67282717557088)
8921,Tyrkisk hassel,Hassel,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.48897002573579 55.68263832051465)
8922,Tyrkisk hassel,Hassel,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.487723904296454 55.6827516100193)
8923,Tyrkisk hassel,Hassel,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.487719582675084 55.68266249366552)
8924,Kejserlind,Lind,1992.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.59121045824478 55.6728984108602)
8925,Tyrkisk hassel,Hassel,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.484991379051523 55.6827302773066)
8926,Tyrkisk hassel,Hassel,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.484997706285576 55.682641035998834)
8927,Almindelig robinie,Robinie,2016.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.546349615494913 55.66911806130622)
8928,Almindelig robinie,Robinie,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.546402406857277 55.6691253496411)
8929,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.546533660748326 55.669076908448936)
8930,Tretorn,Tretorn,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.545672462487909 55.66964325331465)
8931,Frynse-eg,Eg,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.545772297365223 55.66955909847231)
8932,Avnbøg,Avnbøg,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.5457214082163 55.66955569653123)
8933,Kejserlind,Lind,1992.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.591589937554968 55.67275704258643)
8934,Tempeltræ,Gingko,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.54625430590624 55.6695836486821)
8935,Kejserlind,Lind,1992.0,Vanding udliciteret til KSTreeCare,True,Indre By,POINT (12.591316776666298 55.67295810667062)
8936,Tretorn,Tretorn,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.546931480308363 55.66961614187649)
8937,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2016.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.54695997134887 55.6696305671192)
8938,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.547191547662903 55.66963965248158)
8939,Frynse-eg,Eg,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.547229307836204 55.66964519162909)
8940,Avnbøg,Avnbøg,2015.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.547048561399121 55.66972243291551)
8941,Ungarsk eg,Eg,2016.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.459827397469184 55.70813169023915)
8942,Sølvløn,Løn,2016.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498281913086391 55.70571929320545)
